movie_id,language
4bec9f00ceb88eb1e5f73c1489f252a4,Bengali
82f3c76582eb9dc86119c9da546064b2,Bengali
1cd6c33370649a25c686e36299903ca7,Bengali
6f2c99acca49722fb8260419c4e676dd,Bengali
59812f4822bf44e353bf1d377443861d,Bengali
ce1dccd0ba2b9eef3917f540daa4f130,Bengali
bfe0e72d5492a9b4e4f2a2a1231bb3c4,Bengali
7dd4d0be13e5cf43f56741752460cc1e,Bengali
b709af276065521f3c4935a8d7c6a81f,Bengali
d9d35b93267cf8192d904db0f1d5fa0e,Bengali
0feb0431b8052c8b70b2819cf0688239,Bengali
2157a2280d3767beae422ae666cb62a5,Bengali
cfc90074efefb6be63f1f012a53c3dce,Bengali
6bda21203a182317f1a057fca19e7983,Bengali
ba1605a4be176caf8a056cf6bbec0f7c,Bengali
f1a57ac6d10b8067c7fa1a755d2977e8,Bengali
ce5256435acfab2f1a09beafadc3f057,Bengali
e127eea8b94f62751f84f39006a48508,Bengali
dc3905ceee1631ebabf7e0345563cb17,Bengali
c4096cb77b4b0870e2050179cc6d09ab,Bengali
5bcd168e07389f20dc56d86a3548f945,Bengali
8ea11fc8804c695bee8637b0052cb835,Bengali
eae1102c9041339b59b70deb6ff3735c,Bengali
6618edefcc0158ba38ee321c4e3a624f,Bengali
f4054e81b9e83bac4ea6cd043fce8b8c,Bengali
540d56a77aaac347b5ef6ff5fc937560,Bengali
071f4825c999716910dae34ba9ee13bf,Bengali
21b562871224368d3d1aead4c33f1eb8,Bengali
8fbdb03476b94c940521b85748d20e4d,Bengali
9ae262efda7593d0784d9e6a2a690c77,Bengali
31584ae86c0caa6cfd5b62be6e8409e6,Bengali
1e4bf4a77ae22377cf48ef90d39f2139,Bengali
b54eca1e94be7a7a0f81e2c9924e1d43,Bengali
bd825020977ee378977dfa42fe507403,Bengali
b0342e5eb4cf760f8c2a4c761dbb1e87,Bengali
09ce7cd1dc453d6b9324241beed7d223,Bengali
9a72c907f2e2f079873453767d8ceee1,Bengali
42980ca66ab9ff171f0501bcbf2b0ecb,Bengali
c706e24f59455750a6ced86e5bfa0db0,Bengali
8049bb21446134134e7f086740372fad,Bengali
a4fa6686e73b9d847043ae30a94a3b41,Bengali
1c56906fc8367be2c14d257b95b52ecc,Bengali
0eaf37b28d3cb59c188d73b82d7e3782,Bengali
f33c91f5bda23d7c761f4b61925de0aa,Bengali
67fd6cf84f929603fc999930854e80bc,Bengali
dd45f8610e78987cd8070e4fba3911c2,Bengali
9a920aab7520eec25a46edb7988ffdd1,Bengali
1fbc1c5ac51b1eb691c2d9d63730afed,Bengali
effe224dcee82fdcc9d8927703871a31,Bengali
080237d7319b375052aa3898a3f77ee6,Bengali
72fdbefcb125cbf192dfd0dfb2061963,Bengali
d78ecb376e10f44c261c9e7b4fea7359,Bengali
44d44ba24c32d58cc106e0821a83131d,Bengali
47778a9747566a42df5095419f69a501,Bengali
678fe361969ad99359df43548283d1cf,Bengali
bd2f7837d18dfeadb6baeeb8c8d2304b,Bengali
64ead1a359a6f979747715cd7fea2d56,Bengali
b7391e4897f81f7b1092e460bbd70cbd,Bengali
9e915d79d0b6855f90df0ef6bf172f3f,Bengali
bee3211bb3a16c910d7bac6984f343bb,Bengali
6b398fb7b40458969c1e1dc363dbc987,Bengali
4eb675510f6ef13f2fcaa97c4bed2959,Bengali
e3a49ebbdb8d4c5f43611367370b1e56,Bengali
583275d0ec2c9f14e08431081316abad,Bengali
a6e3db4ca8f90a21325a1a6c4874ae79,Bengali
a6e3db4ca8f90a21325a1a6c4874ae79,Hindi
af022d2c59b1481061c9a3a6e9e59f5b,Bengali
1b334359099b08f89b01281597b1494c,Bengali
9dcfac0f5ddcf3282a4fb9ddaee181f6,Bengali
8129494874385f86ea56a426dc6f39a0,Bengali
3a9e0bcfae231cb664a3c8ff74386984,Bengali
5622f1c2ba9a32ae303a45daaaa65da6,Bengali
b9b2fe352ad4fb80cddee11a5bcec46b,Bengali
2c03213a4fbc50e2ced7ece7352978d0,Bengali
2b4b8bb8f21e658190781e4ef295b142,Bengali
2b4b8bb8f21e658190781e4ef295b142,Hindi
c44c467e0c8c3ddb0b32546a775e7c31,Bengali
ce703e9bb6de1d66b22f89e435bf5334,Bengali
522e6340a45d07c101218d17be0980a7,Bengali
2240d766857c7e247e614b3421c1c543,Bengali
380b1d76f40750a6a541bc39bd8da458,Bengali
01529d6b8a971134dfa0b5ce93b0c591,Bengali
78aa3275c107c30dd29c8da58fa6d1cc,Bengali
0cd0e3908f53105baf0cf4b465265a8a,Bengali
4c4bf7a6427d6619f93969e294c0844b,Bengali
45108c9d239278af791f219e111f4d3a,Bengali
a5b89765370f2ee95165400f6bd179db,Bengali
319b8023ca22a6f28cea85a5ed3703a6,Bengali
1cedc9dc8fe9d75672d2d8d741ffb511,Bengali
c5f1c22985b7bb976388981a1e9861ba,Bengali
0017acf4313554969816a45dd4c29f55,Bengali
4ebfa1f94188b2d0e798d8410ad36ef6,Bengali
c820f92c8d6f1018fbffb12b10692d45,Bengali
4deae9c97e97991ef17023633f0fccd7,Bengali
d92c50f020133d2efd268fbac2397c6f,Bengali
c867ebc7b92f3900fd5edb33420d3bac,Bengali
7e726534b8a462b5e44f939fb2e88ef5,Bengali
83bbf872f0c55333380ebf76f8e343d1,Bengali
ab3cd0b1f1632d829786880f8248c2f7,Bengali
ef074b87db1a8eb6c649953dfba8f3b0,Bengali
b7e2df82e78e508641bf659e573d83b8,Bengali
580af4c4fe9acb63cc987600c65d3e09,Bengali
5209f0d81f08a1b52f78ec01fa1ba515,Bengali
b9475d23d4ac02383414455898cd1cf4,Bengali
1c15a82807a526383ad678201cf92cd9,Bengali
0e58b76ae5f6c1cf4200586f9a64e20c,Bengali
8fcd6e33f1dae94542952aad2707b9f8,Bengali
00e27efe61a53e77d2a4f897fe89e59a,Bengali
83500c858487bc9e76664c19db35659d,Bengali
6e3ee5b6468b3746e98867053e2a2483,Bengali
75bc085e08c1251b4873bcb7d96047ec,Bengali
8aa2c057a5465d934fb26793cc8c0cbe,Bengali
e7882a3a47e9c0dcff123faedc17e887,Bengali
8cc77b2e87a96ca63e5eaa9ca4e9cb2f,Bengali
314fe9487790fdf2e071c69a59862595,Bengali
e7c2ce64bbf238c5bc8d11591ef5e0c6,Bengali
c4fabd270da4af8526ba7b78c08c5aea,Bengali
c6792c0f875c0615e207dd82ce98b39d,Bengali
81c3627bb42a4faa8bb7d4ecd3d0dd64,Bengali
79a25a31ea17e37b8bd8dbb3e209f405,Bengali
0b65dfda9cf1841d602eb2c5e4187bc0,Bengali
9b5d4c84999223fd438c68ee97653da7,Bengali
bda0d6cf004dad15dcd7ab3830f90bcd,Bengali
0fb20590b308f54d81f53c6fa9a19662,Bengali
330e6e8a40a1316357325128ffd1fc67,Bengali
06ffcb69d96497014428780dfbf841fa,Bengali
94fb968dda44b859a569d03d2e97f9d6,Bengali
5dcc018ded0a2c3419538ca43ac9eabe,Bengali
3d8a7403d5440274984c438733aee15a,Bengali
3aa79b7a0854a0a281ad84507fb23df9,Bengali
882e88f7d2519d8ba4dfad1d2b557e34,Bengali
b1bffd083ea47f2102dad11b3876eb36,Bengali
22e1166dfaa1c201f9c164a5d45ba4d8,Bengali
17cf178225cff30fd1c86998e6121042,Bengali
9b0f67325fbe5db2ff0307f7ec7a00e7,Bengali
db1a9c91437f772ea75eff558ac89c9f,Bengali
db1a9c91437f772ea75eff558ac89c9f,Hindi
3ad91d1bb94fe7d6505fbeaa1573fe21,Bengali
b6832969732caa727daf0fddb5ca7d6a,Bengali
56e2f3090ba2e2f7663293bd3b5a447a,Bengali
7efed7324abd92a336d0691f2a66dcae,Bengali
4fa31c1d0ae7596ea2bdafd803fbfa35,Bengali
ecbfdfabe817b78e887af48d22ee1d33,Bengali
8b8afc65065cf202c27553633f3a4365,Bengali
ebccbf8e6577ca0158e881932c65dc1f,Bengali
9c78d1840402f7e75a55d5b5a9035813,Bengali
f6032446da0ea22012f6f984e80e05a0,Bengali
cdb39b031170fac23e57c97f8ebbfb79,Bengali
54062d2922bada71e4260202419994f6,Bengali
0596e86e2bd36f47231be6e1a581b47f,Bengali
1f3dfd57a94c64e4dafc90d8c954375f,Bengali
4ab570a27e04d2d1700e9a95dcece18b,Bengali
5a0182260390602f2c24c5609fdc0712,Bengali
25007cb5121b52e5b45df79e561c83a4,Bengali
7643a9260e84baae3506f18e8dff7679,Bengali
d7c33f6823df14311e82f22091d06b01,Bengali
c865664c56c3443d8099a7449309e203,Bengali
a3cee85740c90b6ca04c49118c3a7ecf,Bengali
d500ca2aa1efa3ba86281ba0bbb586b3,Bengali
0cfc195d39e307e64b6c992836449cb4,Bengali
37f22bf28033b8d1cdb65e1386f45f8b,Bengali
de7e822bf3496c1f6ca45258ccd8bce6,Bengali
73b789ab34bb7097b6b10d4d2b3a04e2,Bengali
af22ac2c4d9ba2edd252c56b154674ae,Bengali
545409b7610ca8cf971304b5e1d0210c,Bengali
89536a5847c9c3cccb49f34ffa05ece0,Bengali
b2e313f339e6bcf9e0bc07d0f16838c4,Bengali
1661a3251ffa6cafe3c0c58fd8c57394,Bengali
11325e41a354a81c22fe75d16e1c6570,Bengali
8244af17f231467acf86032caa1bcf4e,Bengali
c703891ffd436e9e610c6700c4c82a7a,Bengali
abb6cb64a4c934ad21b2313d8443f483,Bengali
f3d12750a89ef01bf75821c81270f5b6,Bengali
9307931b291f18351174eebf9784365f,Bengali
16f5c61ff2cc864d8a90da4bbfca6492,Bengali
9ecde79136b74a00d4e11191a7f0aae9,Bengali
0fcd9cfc59374f7b192e478d1718d9ed,Bengali
188e7571bf6693ad3bda6eae87da42bd,Bengali
052d0937f03d481f31f2e0d56e485038,Bengali
7597db5e89d0f19a36a1862d7547ab8f,Bengali
20bbe3c57c686dac86dfbec4bff5af2f,Bengali
41baab09e0c3e13e1e8e8425cdf080af,Bengali
2011a1e4eedab0a60234f06b206e3d79,Bengali
d50774d305d4fe4a2f8923c3a68f403e,Bengali
6e8bcc1f8a1d2f0972416663aea64df2,Bengali
6a371c35967e0a880ce82a97c4864742,Bengali
36ccc6deb75f0270eeeae09fbe406663,Bengali
768c372aee9e55a1f3fed9f97f45ec38,Bengali
a51bc5a4c8fac5ef4aadb11b44c6bf0e,Bengali
8937c354f32b12bdc4d95c1cf6e04456,Bengali
a76256eb0bf9f8dfb39da1473e8ae817,Bengali
86208a04717663ff53598f96433923fa,Bengali
302003c96e8509ea54d593c21df1cee2,Bengali
302003c96e8509ea54d593c21df1cee2,Hindi
8bd466a40a1c8f1ae000ba93ee9ee5d8,Bengali
63fa3c85cc6d2bff3c1decddd5ddab8d,Bengali
97c171e0bfb5d3dd67e29369aa1e88ef,Bengali
1849ff8f02a939e40907849ad3046046,Bengali
14aafca467d5c90cc668b250897b3f72,Bengali
eb161815cd2e794e0f1b75597c4f95b8,Bengali
c45e497b67bd46cfe71a10d2a3ac5398,Bengali
d0b6a19e139db89bc5ccb07d77e098ac,Bengali
eb5371f1d268d850e43f07303e63b729,Bengali
11ea670d78c9632afaa20e426507aae0,Bengali
f9a06438424aba920b03189129341aec,Bengali
e76e5eb6c29e87fc0fe3d6682508d0f6,Bengali
0b6cd3c20d37ad505d78d3bcefc5e7c3,Bengali
ccac72ddf4a6d01f4a094574f346600f,Bengali
58f99482d21593adac8060de7df6f25a,Bengali
1a271bb432cb1eae2aea75c1593df267,Bengali
40c1e78d84c3a273a88a21003ebfe173,Bengali
39aab9f250a1b624b5b372d6805822e0,Bengali
b777c9e06530514b24aafa21124b7f97,Bengali
de3f028a2e02a104563791834f74ac3e,Bengali
e1823d9f32c8d2d1908927acc9bc393a,Bengali
92653618b954f7ecb8a065d6f877e7da,Bengali
732f05fa400878051f2612a69f23e91c,Bengali
bff148a8c1cd4620cf4d163806701f97,Bengali
bff148a8c1cd4620cf4d163806701f97,Telugu
bff148a8c1cd4620cf4d163806701f97,Tamil
5f129d2648137562ad028e02f3480847,Bengali
a2d0a5d2ae16baf5ccbaf402673f904e,Bengali
e2505bd18a2a2df127ba1967b513e68e,Bengali
ee4d4c7408a201f971774e0c6ec8ebc0,Bengali
1ecaa17b0c59186d48f4e78cee1f2b38,Bengali
0df4449a0a5fcc55d2634329c3952711,Bengali
4c49dd08faa467e6adb2e66033c56aeb,Bengali
4c49dd08faa467e6adb2e66033c56aeb,English
3bda8becb6576e06d62c5547c9ba4bbf,Bengali
f0be5cf6a4f2d46961b8471e1cd508b5,Bengali
bd36f62f437a5f41df468e8eeb92cd01,Bengali
f860f6e7133c2ecf59df5dafe9ce96d2,Bengali
0afbe81956d182aecef5ee806bf3f4c9,Bengali
3242a1df84a2ace25c3205e19c5d5415,Bengali
c2492726267e5ccc00e8e73e13785f02,Bengali
2088712ced294f0881a390628a207b52,Bengali
c58bc334555bde5c2ca698bcc702229e,Bengali
ee2e48f74e6f1f1dbd3e8c292b918465,Bengali
24298722debdd2fd5067ea388ba3a224,Bengali
ea4df008436f243941f9ea1791dec242,Bengali
b8078b6f7d46eb450505813941678fcb,Bengali
fc1c6e618e7a8bfd8ca137b29a85578d,Bengali
914765fc4dfd94d35b4ca6057817f519,Bengali
9102c90612668e7bc4bebb9b65e2dbca,Bengali
494972c47b9aba834b0334233cd864a8,Bengali
6cdd0a3353dcbf0e78349fddb4ae8dfe,Bengali
5f320f1c5e5d4deb9b83d2a47122a537,Bengali
9dc799257bccb3e71d3a0411af67a83e,Bengali
4faff34ced222245daf412d592f14b5a,Bengali
4bcbbbaa640a699ccce5e0a3f04a8f18,Bengali
a6e0c0e8536d7e992d20201ddb0aa53e,Bengali
2713bea7cec85ca873ac652a5dcc8a98,Bengali
a12f3c37014bc8e1b8841054ec3b1553,Bengali
7dd2e1aa176b0d29e55d289f3d195718,Bengali
e7791590371604814d7211271a321e67,Bengali
fd92d99c9cabd46141cd3e7dce38b73e,Bengali
63612d64e47ab29f0655ed1b144780fb,Bengali
18ab65045c066675ce8ddd4162ad1dfc,Bengali
f9581390ffa94a5317634531584b503e,Bengali
a1a4276135039620cd8d44729856e5b1,Bengali
14b3b446d515f33535735b90c45c5236,Bengali
9c3575eabea70885a8f5572a2bf19ab9,Bengali
d1f5b61f836c47c64b78b8bd4b1598bc,Bengali
4f88769832c3d2ec1b470492cfaeb828,Bengali
d74b0b5d74bef47acc293a7f643d520d,Bengali
eb89947ab2257f2e885c95f90210529a,Bengali
483a0acc85c4f044a8f1ae1e06285268,Bengali
f4b27b9d431204b43c28474a70faf3d4,Bengali
371012bfd7f648956ef546f9f00e5ab7,Bengali
cb04c2ae579bda312c2fc0713b8f56e4,Bengali
0964bc3d10b214a9b1624be6c1c16537,Bengali
0a2866b0e9d3bbb7d8a73075126ad8e4,Bengali
dfcf4d1b53931054ab4f201d836096cf,Bengali
6a866a3dbf692a38b2af92d69c029ff2,Bengali
a66892b2ab3ca4dbcb309fe1bfcda36f,Bengali
d749a1b5e1c766624820ca93de9b8805,Bengali
9ac650c741b2d1fcdad3c85234ae2fce,Bengali
8fa93aa5b900989353b0238b16ea19ac,Bengali
3504114391eac89183dae3a1339aad30,Bengali
2ddb7642e97d379a407c9a225a2bba18,Bengali
9f625828520e039a46337a558f9b68f4,Bengali
f4ebb7017700df58b7d9e5506a32f32d,Bengali
ce7586ad658984c617cc83322a507468,Bengali
bac9c24e8ca77c168ca471cf64a3e38a,Bengali
cdc621aa838d93f9d9e6cccdeb79bf75,Bengali
f324eb7179d7f9bd307490e18cb1b4ff,Bengali
08865f71a9d930ea12d2046b0b248cd3,Bengali
65d4474ad2b0773ea58a9e9c957c3ec0,Bengali
310b6698478fae9abf190cee3a36db43,Bengali
307e0ecab2e1176cfd6d3a2d4bac50bb,Bengali
14398dce5605ab3227b974bb0f0a1212,Bengali
50cd30b3e28e6cfd8c1e40bc0c1174a2,Bengali
198536246d0d03cf34e903e35341a352,Bengali
823b8448fb2c7c0bc1d44bee1431ab01,Bengali
d2d681b57bdae02a4db91c7e422442fb,Bengali
ca29ab804c5018068b91a8db95966c46,Bengali
bfe898288014bbad3b4e43352dfc5c8b,Bengali
762a8f495c64c4d9ba13dcc2f1b9f367,Bengali
56e45b2567498cc61cb47a1e704f1665,Bengali
7677828754c42e6704c9694ed149d1f1,Bengali
b5b8323b4ee457b42f2ff70a810fddda,Bengali
c97cb66b684defb947bc9109184633c6,Bengali
e4cac62f80b21a719f7cfed4862cade5,Bengali
5f3748382c254f8de3664dde45f4e6b4,Bengali
d3c57e4e1a24d3d570ed51e7c9d4fb3f,Bengali
b5ccf02f53655e3d55c14f5373386fff,Bengali
02368c7d54e4014ca167574409f473a2,Bengali
c9bca082d7478ad0e7d1e267ba1cfdd8,Bengali
e947efaa52841db4cb163737a57cc3c4,Bengali
203c384872dbf5c5f7be862ee5dd9a91,Bengali
b04218a0f2b943f6cb7562961ff2bb62,Bengali
5e033c56cab9250588c47477b5818aca,Bengali
bca94764c4fca3ea9c45deb7c38defb7,Bengali
68a61c13d809e67c0c2db9a8f424aa30,Bengali
00e9fb01930f42ee7b5ad8a3ffcdb6cf,Bengali
8e6269f00aba72754a400a972d20b09d,Bengali
6c1ca8aae39817a69aefc24bb9806f5e,Bengali
2faf8867d9de4ff7d65c376c27ec368d,Bengali
b747596e9d605b14b84783b93fa2b452,Bengali
111c646aa5bd8fa6311a33fd968d9db9,Bengali
8d0736caf8bf26f07d2af135b2008511,Bengali
bbfe858a1f35e582bdf2709b9c57d9b1,Bengali
8285399343b4cd9023bf419dbf28de58,Bengali
0b431b159fedbdb1eb2a1c8b074b5862,Bengali
7dce938bbb77794c5cccb4aa09d1ae29,Bengali
fffa74ad21a1e927303d778141d3021c,Bengali
3d5aef6e8ece3631ef38106ea861dfff,Bengali
f95a6800592570b081172fa926212af6,Bengali
6d59dac284c37a82e71f64ceb46c474c,Bengali
9840b4a1d84cc28980364d450eb2eb19,Bengali
8b57d30aaf363465f1d825f817f92c8c,Bengali
53d90adba9a1d70fc6bbe0384d07fbe9,Bengali
733bbb71752ca8f092a52e3bb925a615,Bengali
b751163d55286c5cc003d1d2d8320c36,Bengali
0bcf9adac4ca34955f23a588da8ce03e,Bengali
784de3946ebfdf4be895a3b3d3d0aa3e,Bengali
141e1d76715fc93ba4094c5978940db8,Bengali
4159d77878fb67565ce5ae0a03a4e103,Bengali
804fbebdb08c9ce1ddfb87758218b493,Bengali
6a550769f497df5e9d05a475a5f1fc0c,Bengali
b3ec53996cde8b23c2e42062cda13259,Bengali
b7cfb03e5c3ab380c81ab19d2853cd1c,Bengali
b7cfb03e5c3ab380c81ab19d2853cd1c,English
b0fc8ab149852feba4dfb43a8251f37e,Bengali
044ea745677f52833176974468c49db3,Bengali
cac147f3ac11a332678a35eadc6fb0d2,Bengali
2f7a7c9d835821b848ebef3c4d220676,Bengali
528ae299325b5dad24d5d4be232ba905,Bengali
2746141f1a9b9fe89bda1867df9c54ec,Bengali
f5207d7412416691ae502790df58ae2a,Bengali
3f4b236bf3cc0f9cef17254a15dac011,Bengali
235e6166e1cf2c833d57afefa923a909,Bengali
8b991b84091f9dd880b5ac76277e5fc9,Bengali
6a2860c5e56111e0228c632bee599b55,Bengali
9c0f30cc16296aefdbe80c0ac42369be,Bengali
3007d8f5e3117442c173d709f585e641,Bengali
1a28dc87df1166d36c1303b260a0fc62,Bengali
f9d59bf483fc63cc863a8659db25399d,Bengali
ad1c89c360c15c211cb33cbd67eebf05,Bengali
829402875a8b6de39cc38d19d6218b87,Bengali
e8d3a3485d32a82b0ce6616c9aff1bd8,Bengali
c03eee14796396d7b054531f314d51d7,Bengali
7de535a3d0ae46e2278a1443cc0af269,Bengali
933143cdbde2a28968615e1089ef6dfb,Bengali
909a485e5ca3159646fd41c6c46c4184,Bengali
1f6d1a91f68db715cd640d525cf5fbd0,Bengali
b0d9ddcba8c8c26eb6c3b9909b02dfb7,Bengali
91c87ec010f497a9530461ccb11ac5fc,Bengali
7eea60d95b5e31a4c1167fffd3bc871a,Bengali
7c8055270f55c962f68d86067bd500fa,Bengali
04da3ecad3f89962f6fd4a6624f400f7,Bengali
2e20e355e99a4b59740a41742f3c2992,Bengali
9be76c434dc41c4efab71d3f7416da7a,Bengali
a88e49ba46fd7ac52e98c1772f984a4e,Bengali
dfd52f2a091e31714f1df043253473bf,Bengali
b3a575ef8dfefe15edd7261c85337c2b,Bengali
95cbc09900bd8b7ebb31d6caeb6a3c8a,Bengali
dbcc85e64c1089ce2b17f299c01585d7,Bengali
d9b7d85dd064cbb8ad479101859997dd,Bengali
baead37cdc8e5b0bba12919e5beb1964,Bengali
6bf3d0dee044fcbba4c5d2cfad3f1347,Bengali
411435323eada1f32a12801a1b1e7ce0,Bengali
3bb4d1fd83391f5f5210e4ac13753a99,Bengali
cea52a41b8edf4e688176ca30f3d4ca1,Bengali
f325eec898c0109a08be88b596823d02,Bengali
27556e6f76b391c8b4c15050726151bf,Bengali
0fd3e4700c4eb173d6f21662eb6ebc5c,Bengali
94e9302720cb3c23c5211d6f79b1b410,Bengali
23933140d07f292e2f22343df59b3e9e,Bengali
e448df720c6a993a246e8bb0ab61182c,Bengali
adf043a6d21f8dc9d9c70b5b9a4d66fd,Bengali
df2588b74f32a5f7a48d569130f498cb,Bengali
88c8aaaeb0255c9ca6ac5decac37f6cc,Bengali
599f554f7530297ffc6b0614172ba1c6,Bengali
97e5fcfe7048b3412663d3b7cd1ce77f,Bengali
d8befa9951537ca68deb35464c01a221,Bengali
e894072f57eb2719f0c012b1daf5a886,Bengali
efc4d124e41bccc76e2dcd44667f3bb9,Bengali
87db08680810a133bbac8017ab161655,Bengali
8982af666e0c2377af8dcea262ef9032,Bengali
fc5d2bd222204539ae67355f229a6154,Bengali
fc5d2bd222204539ae67355f229a6154,Hindi
8556b251a3d7a8b9935e84c38ebe7807,Bengali
4bcafbefeefea588328ddb19c36d6b83,Bengali
d5f20a77e954c22769b3acd1130defee,Bengali
872728c880470ce44378e8d6228367c5,Bengali
e048dfb0dc08752c0751ede5ab6c25c5,Bengali
0ea741c79b5569c26dd99f3b8fde5ae5,Bengali
e2c2cc505fe8a23a3bc1ad337f0fdcb6,Bengali
cd0b3ea1e7894eb3565a9d3783c72574,Bengali
c08129627ccd12a7909c25bf1d9027c6,Bengali
365c3bea31542365c45ead6db6401b52,Bengali
20c984b04bc54b9d7b975ac04f3f735f,Bengali
ceace0393d334eb69c0dd585ee2be7fa,Bengali
d29c65c14eb932a93979f96fffea0aed,Bengali
57bbb9d1e2ea33c357df9fde7431a75f,Bengali
08875376fd7f4efca5ec31e161ac023f,Bengali
86a0428246a8e756298380074bd1eaad,Bengali
4d3162ae2ad6539eeb1ea8e96cf5b466,Bengali
fe3e0368f465436f71d8247bd3991bcb,Bengali
cb56391377383f5ffa33072d17d184c7,Tamil
cb56391377383f5ffa33072d17d184c7,Telugu
cb56391377383f5ffa33072d17d184c7,Assamese
cb56391377383f5ffa33072d17d184c7,Oriya
2d6e58ad7d9707d0454197612de64a77,Bengali
9e5b0f12ae44166d14bb04c5dc54e0f2,Hindi
9e5b0f12ae44166d14bb04c5dc54e0f2,Tamil
9e5b0f12ae44166d14bb04c5dc54e0f2,Telugu
9e5b0f12ae44166d14bb04c5dc54e0f2,Bengali
9e5b0f12ae44166d14bb04c5dc54e0f2,Oriya
9e5b0f12ae44166d14bb04c5dc54e0f2,Assamese
3b6371cd5bcedf960fdfb20e0611d8ea,Bengali
56f1e85190ca9f58644ca737de0d78f8,Bengali
406973e8dd5ba0f6aaebe45e500e77c6,Bengali
